marca,nom,any,lloc,data,vent,categoria,gender
5:42.16,NIL TORRES,2014,Castellar del Vallès,26/04/2025,,,M
5:42.16,FERRAN SANJUAN,2015,Castellar del Vallès,26/04/2025,,,M
5:42.16,TEO POU,2015,Castellar del Vallès,26/04/2025,,,M
5:55.31,HUGO DIAZ,,Tarragona,15/04/2023,,,M
5:55.31,KILIAN BORREDA,,Tarragona,15/04/2023,,,M
5:55.31,ASTON MATE,,Tarragona,15/04/2023,,,M
5:55.34,HUGO DIAZ,,El Prat,20/05/2023,,,M
5:55.34,HERNAN FERRAN,,El Prat,20/05/2023,,,M
5:55.34,ALEIX GOMEZ,,El Prat,20/05/2023,,,M
5:55.79,HUGO DIAZ,,Tarragona,09/04/2022,,,M
5:55.79,MARÇAL SINFREU,,Tarragona,09/04/2022,,,M
5:55.79,NIL PAMIES,,Tarragona,09/04/2022,,,M
5:56.86,KILIAN BORREDA,,Igualada,13/04/2024,,,M
5:56.86,POL DIAZ,,Igualada,13/04/2024,,,M
5:56.86,GERARD LOPEZ,,Igualada,13/04/2024,,,M
5:59.36,NIL TORRES,2014,Igualada,05/04/2025,,,M
5:59.36,FERRAN SANJUAN,2015,Igualada,05/04/2025,,,M
5:59.36,POL DIAZ,2014,Igualada,05/04/2025,,,M
6:01.96,KILIAN BORREDA CERVELLO,,Arbeca,06/04/2024,,,M
6:01.96,POL DIAZ CRISTINO,,Arbeca,06/04/2024,,,M
6:01.96,NIL TORRES PRATS,,Arbeca,06/04/2024,,,M
6:07.21,HOUDAIFA MAJLUF,2011.0,El Prat,21/05/2022,,,M
6:07.21,MARC MARTI FERNANDEZ,2011.0,El Prat,21/05/2022,,,M
6:07.21,MARÇAL SINFREU NIUBO,2011.0,El Prat,21/05/2022,,,M
6:07.71,PAU CRESPO,,Ascó,30/03/2019,,,M
6:07.71,ERIC DE LA ROSA,,Ascó,30/03/2019,,,M
6:07.71,VICTOR JIMENEZ,,Ascó,30/03/2019,,,M
6:12.69,JOAN MARTORELL,,Vic,07/04/2018,,,M
6:12.69,J.SORIANO,,Vic,07/04/2018,,,M
6:12.69,LLUC SUBIROS,,Vic,07/04/2018,,,M
6:14.13,JOSE ANGEL MASIA,2015,Igualada,05/04/2025,,,M
6:14.13,GERARD LOPEZ,2014,Igualada,05/04/2025,,,M
6:14.13,TEO POU,2015,Igualada,05/04/2025,,,M
6:15.27,ERIC DE LA ROSA,,Granollers,10/10/2020,,,M
6:15.27,PAU ESTEVE,,Granollers,10/10/2020,,,M
6:15.27,QUIMEY IZAGA,,Granollers,10/10/2020,,,M
6:18.50,UNAI ORTIZ DE LANDAZURI,,El Prat,13/05/2017,,,M
6:18.50,JOAN SINFREU,,El Prat,13/05/2017,,,M
6:18.50,LLUC SUBIROS,,El Prat,13/05/2017,,,M
6:22.82,HERNAN FERRAN,,Cambrils,27/05/2023,,,M
6:22.82,ERIC GUIJARRO,,Cambrils,27/05/2023,,,M
6:22.82,ASTON MATE,,Cambrils,27/05/2023,,,M
6:25.25,PAU ESTEVE,,Tarragona,10/04/2021,,,M
6:25.25,MARÇAL SINFREU,,Tarragona,10/04/2021,,,M
6:25.25,QUIM SOUSA,,Tarragona,10/04/2021,,,M
6:32.3,POL MASCARELL,,Mataró,30/04/2016,,,M
6:32.3,ISAAC GUZMAN,,Mataró,30/04/2016,,,M
6:32.3,VICTOR PENADES,,Mataró,30/04/2016,,,M
6:33.2,PEP ALDAVE,2002.0,Mataró,20/04/2013,,,M
6:33.2,ALEIX LAGO,2002.0,Mataró,20/04/2013,,,M
6:33.2,HUGO BERENGUEL,2002.0,Mataró,20/04/2013,,,M
6:33.88,PAU CRESPO,,El Prat de Llobregat,18/05/2019,,,M
6:33.88,JERONI FLORES,,El Prat de Llobregat,18/05/2019,,,M
6:33.88,MARCOS HERRERO,,El Prat de Llobregat,18/05/2019,,,M
6'42''3,Pol Aixalà,2004.0,El Prat,11/05/2014,,,M
6'42''3,Oscar Bartolomé,2004.0,El Prat,11/05/2014,,,M
6'42''3,Marc Albesa,2004.0,El Prat,11/05/2014,,,M
6:51.71,ERNEST GELLIDA,,Arbeca,06/04/2024,,,M
6:51.71,BIEL GORDILLO,,Arbeca,06/04/2024,,,M
6:51.71,GERARD LOPEZ,,Arbeca,06/04/2024,,,M
7'01''75,Nil,,Camp Clar,22/03/2014,,,M
7'01''75,Jordi,,Camp Clar,22/03/2014,,,M
7'01''75,Pol,,Camp Clar,22/03/2014,,,M
"7'04""3",Oriol Aldave,,El Prat de Llobregat,16/05/2015,,,M
"7'04""3",Oscar Avila,,El Prat de Llobregat,16/05/2015,,,M
"7'04""3",Isaac Guzman,,El Prat de Llobregat,16/05/2015,,,M
5:59.40,MARIA FERRAN JIMENEZ,,El Prat,21/05/2022,,,F
5:59.40,ADA NIN NAVAS,,El Prat,21/05/2022,,,F
5:59.40,LARA GARCIA MUR,,El Prat,21/05/2022,,,F
6:02.36,DUINA BORREDA,,Tarragona,10/04/2020,,,F
6:02.36,NORA MONTOLIO,,Tarragona,10/04/2020,,,F
6:02.36,DIANA GARCIA,,Tarragona,10/04/2020,,,F
6:02.51,DUINA BORREDA,,Granollers,10/10/2020,,,F
6:02.51,NORA MONTOLIO,,Granollers,10/10/2020,,,F
6:02.51,CLARA ORTIZ DE LANDAZURI,,Granollers,10/10/2020,,,F
6:09.73,BERTA BARBER,,Igualada,13/04/2024,,,F
6:09.73,ANNA PEREZ,,Igualada,13/04/2024,,,F
6:09.73,CELIA VEGA,,Igualada,13/04/2024,,,F
6:14.6,LAURINE MARIMON,,El Prat,16/05/2015,,,F
6:14.6,NATALIA SANCHEZ,,El Prat,16/05/2015,,,F
6:14.6,LAIA ALDAVE,,El Prat,16/05/2015,,,F
6:16.26,NOEMI GONZALEZ,,Ascó,30/03/2019,,,F
6:16.26,ANDREA MOLINA,,Ascó,30/03/2019,,,F
6:16.26,CLARA ORTIZ DE LANDAZURI,,Ascó,30/03/2019,,,F
6:19.93,JULIA AMOROS,,El Prat,20/05/2023,,,F
6:19.93,BERTA BARBER,,El Prat,20/05/2023,,,F
6:19.93,ADA NIN,,El Prat,20/05/2023,,,F
6:21.8,AINA TOMAS,,Mataró,30/04/2016,,,F
6:21.8,LARA HERRERA,,Mataró,30/04/2016,,,F
6:21.8,NATALIA SANCHEZ,,Mataró,30/04/2016,,,F
6:33.69,BERTA BARBER,,Cambrils,27/05/2023,,,F
6:33.69,ARLET SOLANA,,Cambrils,27/05/2023,,,F
6:33.69,ADA NIN,,Cambrils,27/05/2023,,,F
6'40''3,U. GUIJARRO,,Camp Clar,11/04/2015,,,F
6'40''3,C. INIESTA,,Camp Clar,11/04/2015,,,F
6'40''3,L. MARIMON,,Camp Clar,11/04/2015,,,F
6:40.72,INDIA MARTIN,,Arbeca,06/04/2024,,,F
6:40.72,VIVIAN ONYEMAEKWU,,Arbeca,06/04/2024,,,F
6:40.72,ALBA ESTEVE,,Arbeca,06/04/2024,,,F
6:46.07,INDIA MARTIN,2014,Igualada,05/04/2025,,,F
6:46.07,JULIA MUSTE,2015,Igualada,05/04/2025,,,F
6:46.07,NOA PASCUAL,2015,Igualada,05/04/2025,,,F
6:41.08,ERICA DIEZ,,El Prat,13/05/2017,,,F
6:41.08,JANA TORRES,,El Prat,13/05/2017,,,F
6:41.08,ALBA TORRES,,El Prat,13/05/2017,,,F
6:46.71,LUANA IZAGA,,Vic,07/04/2018,,,F
6:46.71,ANDREA MOLINA,,Vic,07/04/2018,,,F
6:46.71,SILVIA VICENTE,,Vic,07/04/2018,,,F
06:47.77,Mar Vazquez Domingo,2002.0,Tarragona,21/04/2012,,,F
06:47.77,Sira Bo Calaf,2002.0,Tarragona,21/04/2012,,,F
06:47.77,Berta Sanchez Ruiz,2002.0,Tarragona,21/04/2012,,,F
6:48.21,JULIA AMOROS,,Cambrils,27/05/2023,,,F
6:48.21,RIHANA MARTOS,,Cambrils,27/05/2023,,,F
6:48.21,CARLOTA TEJERO,,Cambrils,27/05/2023,,,F
06:52.6,Mar Vazquez Domingo,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
06:52.6,Sira Bo Calaf,2002.0,Vilanova i la Geltrú,14/04/2012,,,F
07:01.40,Carla Berenguel Torres,2002.0,Tarragona,21/04/2012,,,F
07:01.40,Marta Ros Borrell,2002.0,Tarragona,21/04/2012,,,F
07:01.40,Laura Mascarell Julian,2002.0,Tarragona,21/04/2012,,,F
7'07''4,Z. BUENO,,Camp Clar,11/04/2015,,,F
7'07''4,A. SUAREZ,,Camp Clar,11/04/2015,,,F
7'07''4,N. SANCHEZ,,Camp Clar,11/04/2015,,,F
7'26''23,Claudia,,Camp Clar,22/03/2014,,,F
7'26''23,Laurinelissa,,Camp Clar,22/03/2014,,,F
7'26''23,Laura,,Camp Clar,22/03/2014,,,F
