marca,nom,any,lloc,data,vent,categoria,gender
6.09,Andreu Aluja Olesti,1998.0,Camp Clar,22-12-2012,Cadet Masc 4KG,,M
5.5,ALBERTO LUNA LOZANO,1998.0,Camp Clar,22-12-2012,Cadet Masc 4KG,,M
5.27,Yann-Luca Olivier Texier,1999.0,Camp Clar,22-12-2012,Cadet Masc 4KG,,M
4.98,Gerard Ochoa,2000.0,Cambrils,29/03/2014,,,M
4.69,Josep Milla Guasch,2000.0,Cambrils,22/12/2013,,,M
7.79,BEATRIU MALLA FERRER,1990.0,Vilafranca,13/02/2005,Cadet Fem 3kg,,F
7.67,MONTSE GUINOVART PEDESCOLL,1994.0,Cambrils,07/06/2009,Cadet Fem 3kg,,F
7.12,MARIA ALVAREZ AUÑOS,1996.0,Cambrils,18/12/2010,Cadet Fem 3kg,,F
6.97,NÚRIA TORRADAMÉ PASCUAL,1994.0,Cambrils,20/12/2008,Cadet Fem 3kg,,F
6.81,Maria Juan-Dalac,2001.0,Valls,07/02/2015,,,F
6.7,Alicia Vazquez Domingo,1999.0,Cambrils,22/12/2013,,,F
6.52,Maria Buscail,2000.0,Cambrils,20/12/2014,,,F
6.50,ANNA ESPARZA OLIVAR,1996.0,Cambrils,18/12/2010,Cadet Fem 3kg,,F
6.43,Andrea López Urbano,1998.0,Cambrils,27-04-2013,Cadet Fem 3kg,,F
6.23,Eva Gonzalez Fabregat,1999.0,Cambrils,04/06/2013,Cadet Fem 3kg,,F
5.54,Silvia Llanos Puig,2001.0,Cambrils,20/12/2014,,,F
5.5,Nerea Lago Garbajosa,2000.0,Cambrils,20/12/2014,,,F
5.35,Sira Bo Calaf,2001.0,Cambrils,20/12/2014,,,F
5.28,Ainhoa Arribalzaga,2000.0,El Prat,11/05/2014,,,F
4.95,Maria Lian Solé,2001.0,Cambrils,20/12/2014,,,F
