prova,marca,nom,any,lloc,data,vent,manual,pc
Combinades_Tetratlo_S12M,1257,Lluc Subiros Brasero,2007,Serrahima,2018-05-26,,0,0
Combinades_Tetratlo_S12M,1096,Joan Sinfreu Niubo,2007,Serrahima,2018-05-26,,0,0
Combinades_Tetratlo_S12M,1000,Victor Jimenez,2008,Serrahima,2018-05-26,,0,0
Combinades_Tetratlo_S12M,991,Ruben Paredes Lario,2005,Barbera del Valles,2016-05-29,,0,0
Combinades_Tetratlo_S12M,928,Guillem Ferran Jimenez,2007,Serrahima,2018-05-26,,0,0
Combinades_Tetratlo_S12M,829,KILIAN PEDROL ESPINOSA,2013,Tarragona,2024-05-11,,0,0
Combinades_Tetratlo_S12M,770,FERRAN MASCARO,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,767,HERNAN FERRAN JIMENEZ,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,743,MATTEO PECCHIA,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,709,Nil Pinyol,2003,Cambrils,2014-05-18,,0,0
Combinades_Tetratlo_S12M,657,UNAI ORTIZ DE LANDAZURI ONTOSO,2007,Cambrils,2017-05-14,,0,0
Combinades_Tetratlo_S12M,587,GERARD FERRANDIZ GINER,2006,Cambrils,2017-05-14,,0,0
Combinades_Tetratlo_S12M,550,Toni Balazote,2014,Tarragona,2024-05-11,,0,0
Combinades_Tetratlo_S12M,546,ASTON MATE GRAS,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,456,ERIC GUIJARRO ROM,2013,Tarragona,2024-05-11,,0,0
Combinades_Tetratlo_S12M,384,JOAN MARTORELL ESCOBAR,2007,Cambrils,2017-05-14,,0,0
Combinades_Tetratlo_S12M,349,ERIC GRAU PINENT,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,299,Joaquim Moreno Pacheco,2000,Cambrils,2010-04-25,,0,0
Combinades_Tetratlo_S12M,159,BIEL LLIGADAS TURON,2012,Tarragona,2023-05-06,,0,0
Combinades_Tetratlo_S12M,81,DAVID BARTOLOME VAZQUEZ,2007,Cambrils,2017-05-14,,0,0
