prova,marca,nom,any,lloc,data,vent,manual,pc
Pes_4kg,4.69,Josep Milla Guasch,2000,Cambrils,2013-12-22,,0,0
Pes_4kg,4.98,Gerard Ochoa,2000,Cambrils,2014-03-29,,0,0
Pes_4kg,5.27,Yann-Luca Olivier Texier,1999,Camp Clar,2012-12-22,,0,0
Pes_4kg,5.50,ALBERTO LUNA LOZANO,1998,Camp Clar,2012-12-22,,0,0
Pes_4kg,6.09,Andreu Aluja Olesti,1998,Camp Clar,2012-12-22,,0,0
Pes_4kg,6.79,Josep Milla Guasch,2000,Cambrils,2014-12-20,,0,0
Pes_4kg,7.21,Javier Almalé,2000,Cambrils,2014-12-20,,0,0
Pes_4kg,7.96,Gerard Parera Bodi,2000,Cambrils,2014-12-20,,0,0
Pes_4kg,8.48,Dídac Alonso,1999,Cambrils,2014-03-29,,0,0
Pes_4kg,9.80,Marc José Díaz,1993,Cambrils,2008-04-05,,0,0
Pes_4kg,11.13,Adolf Milla Guasch,1998,Cambrils,2013-04-27,,0,0
