marca,nom,any,lloc,data,vent,categoria,gender
8''5,Aleix Lago Garbajosa,2002.0,Camp Clar,20/12/2014,,,M
8''3,Mario Sánchez Alvarez,2002.0,Cambrils,24/01/2015,,,M
8''7,ALEXANDRE GRAN BADIA,2002.0,Cambrils,24/01/2015,,,M
9”04,XAVIER ROS BORRELL,1998.0,Cambrils,19/02/2011,,,M
9''1,David Bondia Pardo,2002.0,Cambrils,24/01/2015,,,M
"9""52",Josep Milla Guasch,2000.0,Valls,16-02-2013,,,M
9.53,Pep Aldave Mas,2002.0,Cambrils,22-12-2013,,,M
9.61,Oscar Colet Donato,2002.0,Camp Clar,23-11-2013,,,M
"9""66",Gerard Parera Bodi,2000.0,Cambrils,02/02/2013,,,M
9''3,Dídac Safont,2002.0,Camp Clar,20/12/2014,,,M
9''4,Edgar Jose Diaz,2002.0,Cambrils,24/01/2015,,,M
9.83,Pau Nolla Ferré,2001.0,Cambrils,02/02/2013,,,M
9''5,Nil Pinyol Mateu,2003.0,Cambrils,20/12/2014,,,M
9''6,Hugo Berenguel,2003.0,Cambrils,20/12/2014,,,M
"9""88",Daniel Piera Martinez,2000.0,Cambrils,02/02/2013,,,M
"9""95",Alfonso Martínez Gutiérrez,2000.0,Cambrils,02/02/2013,,,M
"10""07",Joaquim Moreno Pacheco,2000.0,Camp Clar,19-01-2013,,,M
10.26,Andry Rafi Parcerisas,2002.0,Camp Clar,23/11/2013,,,M
10.32,Edgar Jose Diaz,2002.0,Cambrils,22-12-2013,,,M
10''1,Xavier Fort Montané,,Camp Clar,20/12/2014,,,M
80.0,Marca,Nom,Any,Lloc,,,M
8''8,Laura Yan Solé,2002.0,Valls,07/02/2015,,,F
9''27,Nina Macías,2002.0,Sabadell,11/02/2014,,,F
9''1,Claudia Mir,2002.0,Valls,07/02/2015,,,F
"9""42",Júlia Caixal i Salvador,2000.0,Camp Clar,22-12-2012,,,F
"9""2",ALICIA VAZQUEZ DOMINGO,1999.0,Reus,15/01/2011,,,F
9''2,Laura Mascarell Julian,2002.0,Camp Clar,20/12/2014,,,F
"9""68",Montserrat Montañes Arbo,2001.0,Camp Clar,19-01-2013,,,F
9.78,Paula Rovira Morcillo,2001.0,Camp Clar,25-01-2014,,,F
"9""80",ANDREA LOPEZ URBANO,1998.0,Cambrils,29/01/2011,,,F
9.92,Mar Vazquez Domingo,2002.0,Camp Clar,23-11-2013,,,F
9''7,Marina Burjalès,2003.0,Valls,07/02/2015,,,F
"10""00",Sira Bo Calaf,2001.0,Valls,16-02-2013,,,F
"10""00",Paula Planas Barriach,2000.0,Cambrils,17-11-2012,,,F
9''8,Maria Falcó Cuenca,2002.0,Valls,07/02/2015,,,F
9''8,Berta Pardines Vilalta,2002.0,Camp Clar,20/12/2014,,,F
10.11,Berta Prados Galindo,2002.0,Camp Clar,23-11-2013,,,F
"10""22",Nerea Lago Garbajosa,2000.0,Camp Clar,19/11/2011,,,F
10.22,Aída Grau Parellada,2002.0,Camp Clar,23-11-2013,,,F
10''1,Julia Casas,2002.0,Cambrils,24/01/2015,,,F
10''1,Marina Pelicano,2002.0,Camp Clar,20/12/2014,,,F
"10""25",ANA DELGADO PIZZO,2000.0,Cambrils,17-11-2012,,,F
10.45,INES DELGADO PIZZO,2002.0,Camp Clar,25-01-2014,,,F
10.56,Berta Pardines Vilalta,2002.0,Camp Clar,25-01-2014,,,F
10.56,Laura Mascarell Julian,2002.0,Camp Clar,25-01-2014,,,F
"10""65",LAURA ROYO MARTINEZ,1998.0,Camp Clar,22/11/2010,,,F
10.78,Maria Falcó Cuenca,2002.0,Camp Clar,23-11-2013,,,F
"10""80",Gemma Parera Bodi,2002.0,Camp Clar,25-01-2014,,,F
10''6,Andrea Carrasco Pardo,2002.0,Camp Clar,20/12/2014,,,F
11''5,Marta Morera Lizano,,Camp Clar,20/12/2014,,,F
