marca,nom,any,lloc,data,vent,categoria,gender
"09""7",Rubén Paredes Lario,2005.0,La Pedra Salvadora ( Mollet ),04/12/2014,,,M
9''8,Álex Garcia Jimenez,2006.0,Cambrils,25/01/2015,,,M
9.9-,Antonio Balazote,2014.0,Torredembarra,22/04/2023,,,M
9.94,Nil Pamies Miro,2012.0,Reus,11/04/2021,,,M
10''0,Pol Gómez,2007.0,Cambrils,25/01/2015,,,M
"10""1",POL MASCARELL JULIÁN,2005.0,Tarragona - Campclar,24-05-2014,,,M
10''1,Unai Ortiz de Landazuri,2006.0,Cambrils,25/01/2015,,,M
10''1,Lluc Subirós,2006.0,Cambrils,25/01/2015,,,M
"10""21",Nil Pinyol Mateu,2003.0,Valls,28-04-2012,,,M
10.2-,Marius Badia Riera,2012.0,Torredembarra,16/05/2021,,,M
10.26,Marti Gonzalez Ceresuela,2013.0,Reus,04/06/2022,,,M
"10""3",Hugo Jules Saiz Santaolaria,2005.0,Tarragona - Campclar,24-05-2014,,,M
10.33,Nil Torres Prats,2014.0,Camp Clar,28/01/2023,,,M
10.3-,Teo Pou Fonts,2015.0,Camp Clar,20/01/2024,,,M
10.4-,Olivier Casas Muiño,2015.0,Camp Clar,20/01/2024,,,M
10.4-,Gerard Lopez Romero,2014.0,Torredembarra,21/05/2023,,,M
"10""46",Hugo Berenguel Torres,2003.0,Valls,28-04-2012,,,M
10”56,JUAN GONZÁLEZ GARCÍA,2002.0,Camp Clar,27/03/2010,,,M
10”60,ANDRIY RAFI PARCERISAS,2002.0,Valls,20/03/2010,,,M
10.60,Biel Amores Llaverias,2013.0,Cambrils,07/05/2022,,,M
10.6-,Hugo Diaz Cristino,2012.0,Torredembarra,16/05/2021,,,M
"10""61",Álex Garcia Jimenez,2006.0,Cambrils,22-12-2013,,,M
10”63,Lucas Tapia Sanchez,2003.0,Cambrils,21/01/2011,,,M
"10""4",Gerard Ferrándiz Giner,2006.0,Tarragona - Campclar,24-05-2014,,,M
10''4,Roger Bo Calaf,2007.0,Cambrils,25/01/2015,,,M
10''76,Julian Pol Mascarell,2005.0,Cambrils,21/12/2013,,,M
10''6,Jon Macón,2006.0,Cambrils,25/01/2015,,,M
10.74,Pol Diaz Cristino,2014.0,Camp Clar,14/01/2023,,,M
10.76,Ramon Mir Uribe Palau,2013.0,Reus,04/06/2022,,,M
10.8-,Alex Cintas Medina,2016.0,Camp Clar,28/01/2020,,,M
"10""86",David Bonnin Obach,2003.0,Tarragona,24-03-2012,,,M
10''9,David Bartolomé,2006.0,Cambrils,25/01/2015,,,M
10.9-,Gael Torres Fortuny,2014.0,Torredembarra,22/04/2023,,,M
10.93,Kilian Pedrol Espinosa,2013.0,Cambrils,07/05/2022,,,M
11.0-,Eric Grau Pinent,2012.0,Torredembarra,16/05/2021,,,M
11.00,Aleix Gomez Miro,2013.0,Reus,11/04/2021,,,M
11.4-,Martí Mateu Montull,2016.0,Camp Clar,20/01/2024,,,M
11''05,Jeroni Flores Piñas,2009.0,Camp Clar,07/03/2015,,,M
