marca,nom,any,lloc,data,vent,categoria,gender
34.32,ERIC DE LA ROSA,,Granollers,10/10/2020,,,M
34.32,PAU ESTEVE,,Granollers,10/10/2020,,,M
34.32,JERONI FLORES,,Granollers,10/10/2020,,,M
34.32,PACO LORENZO,,Granollers,10/10/2020,,,M
34.66,GUILLEM FERRAN,,Tarragona,21/04/2018,,,M
34.66,VICTOR JIMENEZ,,Tarragona,21/04/2018,,,M
34.66,JOAN SINFREU,,Tarragona,21/04/2018,,,M
34.66,LLUC SUBIROS,,Tarragona,21/04/2018,,,M
34.94,BLAI LLIGADAS,,Castellar del Vallès,26/04/2025,,,M
34.94,NIL TORRES,,Castellar del Vallès,26/04/2025,,,M
34.94,ANTONIO BALAZOTE,,Castellar del Vallès,26/04/2025,,,M
34.94,DANIEL LINARES,,Castellar del Vallès,26/04/2025,,,M
35.07,ERIC DE LA ROSA,,El Prat de Llobregat,18/05/2019,,,M
35.07,GUILLEM FERRAN,,El Prat de Llobregat,18/05/2019,,,M
35.07,VICTOR JIMENEZ,,El Prat de Llobregat,18/05/2019,,,M
35.07,MIQUEL VALLVERDU,,El Prat de Llobregat,18/05/2019,,,M
35.23,HERNAN FERRAN,,Tarragona,15/04/2023,,,M
35.23,FERRAN MASCARÓ,,Tarragona,15/04/2023,,,M
35.23,ASTON MATE,,Tarragona,15/04/2023,,,M
35.23,KILIAN BORREDA,,Tarragona,15/04/2023,,,M
36.51,TONI BALAZOTE,,Arbeca,06/04/2024,,,M
36.51,KILIAN BORREDA CERVELLO,,Arbeca,06/04/2024,,,M
36.51,NIL TORRES PRATS,,Arbeca,06/04/2024,,,M
36.51,MARTI GONZALEZ CERESUELA,,Arbeca,06/04/2024,,,M
36.52,TONI BALAZOTE,,Igualada,13/04/2024,,,M
36.52,KILIAN BORREDA CERVELLO,,Igualada,13/04/2024,,,M
36.52,POL DIAZ CRISTINO,,Igualada,13/04/2024,,,M
36.52,MARTI GONZALEZ CERESUELA,,Igualada,13/04/2024,,,M
36.53,GERARD FERRANDIZ,,Tarragona,14/05/2016,,,M
36.53,HUGO SAIZ,,Tarragona,14/05/2016,,,M
36.53,E. PEDREROL,,Tarragona,14/05/2016,,,M
36.53,POL MASCARELL,,Tarragona,14/05/2016,,,M
36.70,PAU ESTEVE,,Tarragona,10/04/2021,,,M
36.70,NIL PAGES,,Tarragona,10/04/2021,,,M
36.70,MARÇAL SINFREU,,Tarragona,10/04/2021,,,M
36.70,QUIM SOUSA,,Tarragona,10/04/2021,,,M
36.71,GERARD FERRANDIZ,,Mataró,22/04/2017,,,M
36.71,UNAI ORTIZ DE LANDAZURI,,Mataró,22/04/2017,,,M
36.71,JOAN SINFREU,,Mataró,22/04/2017,,,M
36.71,LLUC SUBIROS,,Mataró,22/04/2017,,,M
36.80,KILIAN BORREDA,,Tarragona,22/04/2023,,,M
36.80,ERIC GUIJARRO,,Tarragona,22/04/2023,,,M
36.80,FERRAN MASCARO,,Tarragona,22/04/2023,,,M
36.80,ASTON MATÉ,,Tarragona,22/04/2023,,,M
"36""85",Aleix Lago Garbajosa,2002.0,Vic,05/04/2013,,,M
"36""85",Edgar Jose Diaz,2002.0,Vic,05/04/2013,,,M
"36""85",Nil Pinyol Mateu,2002.0,Vic,05/04/2013,,,M
"36""85",Pep Aldave,2002.0,Vic,05/04/2013,,,M
36.97,POL DIAZ,2014,Igualada,05/04/2025,,,M
36.97,TEO POU,2015,Igualada,05/04/2025,,,M
36.97,OLIVIER CASAS,2015,Igualada,05/04/2025,,,M
36.97,THIAGO SILVA,2015,Igualada,05/04/2025,,,M
37.46,KILIAN BORREDA,,El Prat,20/05/2023,,,M
37.46,VICTOR CORONADO,,El Prat,20/05/2023,,,M
37.46,FERRAN MASCARO,,El Prat,20/05/2023,,,M
37.46,BIEL LLIGADAS,,El Prat,20/05/2023,,,M
37''6,P. MASCARELL,,Camp Clar,11/04/2015,,,M
37''6,N. AIXALA,,Camp Clar,11/04/2015,,,M
37''6,P. AIXALA,,Camp Clar,11/04/2015,,,M
37''6,R. PAREDES,,Camp Clar,11/04/2015,,,M
"37""9",POL AIXALA,,El Prat de Llobregat,16/05/2015,,,M
"37""9",NIL AIXALA,,El Prat de Llobregat,16/05/2015,,,M
"37""9",POL MASCAELL,,El Prat de Llobregat,16/05/2015,,,M
"37""9",RUBEN PAREDES,,El Prat de Llobregat,16/05/2015,,,M
38''3,Edgar Jose Diaz,2002.0,Vilanova i la Geltrú,14-04-2012,,,M
38''3,Juan Gonzalez Garcia,2002.0,Vilanova i la Geltrú,14-04-2012,,,M
